assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_001188855.1	PRJNA224116	SAMN03067536			na		1295	1295	Staphylococcus schleiferi	strain=1360-13		latest	Complete Genome	Major	Full	2015/07/30	ASM118885v1	Yale Center for Genome Analysis	GCA_001188855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/855/GCF_001188855.1_ASM118885v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001188855.1/GCF_001188855.1_ASM118885v1_genomic.gbff.gz
GCF_001188875.1	PRJNA224116	SAMN03108617			na		1295	1295	Staphylococcus schleiferi	strain=5909-02		latest	Complete Genome	Major	Full	2015/07/30	ASM118887v1	Yale Center for Genome Analysis	GCA_001188875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/875/GCF_001188875.1_ASM118887v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001188875.1/GCF_001188875.1_ASM118887v1_genomic.gbff.gz
GCF_001188895.1	PRJNA224116	SAMN03145672			na		1295	1295	Staphylococcus schleiferi	strain=2142-05		latest	Complete Genome	Major	Full	2015/07/30	ASM118889v1	Yale Center for Genome Analysis	GCA_001188895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/895/GCF_001188895.1_ASM118889v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001188895.1/GCF_001188895.1_ASM118889v1_genomic.gbff.gz
GCF_001188915.1	PRJNA224116	SAMN03262954			na		1295	1295	Staphylococcus schleiferi	strain=2317-03		latest	Complete Genome	Major	Full	2015/07/30	ASM118891v1	Yale Center for Genome Analysis	GCA_001188915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/915/GCF_001188915.1_ASM118891v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001188915.1/GCF_001188915.1_ASM118891v1_genomic.gbff.gz
GCF_001548255.1	PRJNA224116	SAMD00039081			representative genome		1295	1295	Staphylococcus schleiferi	strain=TSCC54		latest	Complete Genome	Major	Full	2015/09/17	ASM154825v1	Juntendo University	GCA_001548255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/255/GCF_001548255.1_ASM154825v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001548255.1/GCF_001548255.1_ASM154825v1_genomic.gbff.gz
GCF_004026205.1	PRJNA224116	SAMN10666548			na		1295	1295	Staphylococcus schleiferi	strain=OT1-1		latest	Complete Genome	Major	Full	2019/01/16	ASM402620v1	Chung-Ang University	GCA_004026205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/026/205/GCF_004026205.1_ASM402620v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_004026205.1/GCF_004026205.1_ASM402620v1_genomic.gbff.gz
GCF_002209165.2	PRJNA224116	SAMN06173298			na		1296	1296	Staphylococcus sciuri	strain=FDAARGOS_285		latest	Complete Genome	Major	Full	2018/03/02	ASM220916v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002209165.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/165/GCF_002209165.2_ASM220916v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002209165.2/GCF_002209165.2_ASM220916v2_genomic.gbff.gz
GCF_014217745.1	PRJNA224116	SAMN14074648			na		1296	1296	Staphylococcus sciuri	strain=NWAF26		latest	Complete Genome	Major	Full	2020/08/17	ASM1421774v1	Northwest A&F university	GCA_014217745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/217/745/GCF_014217745.1_ASM1421774v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_014217745.1/GCF_014217745.1_ASM1421774v1_genomic.gbff.gz
GCF_900474615.1	PRJNA224116	SAMEA3505362			representative genome	assembly from type material	147467	1296	Staphylococcus sciuri subsp. sciuri	strain=NCTC12103		latest	Complete Genome	Major	Full	2018/06/18	40295_D02	SC	GCA_900474615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/615/GCF_900474615.1_40295_D02	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_900474615.1/GCF_900474615.1_40295_D02_genomic.gbff.gz
GCF_000025085.1	PRJNA224116	SAMN02603957			na		698737	28035	Staphylococcus lugdunensis HKU09-01	strain=HKU09-01		latest	Complete Genome	Major	Full	2010/02/19	ASM2508v1	The University of Hong Kong	GCA_000025085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/085/GCF_000025085.1_ASM2508v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000025085.1/GCF_000025085.1_ASM2508v1_genomic.gbff.gz
GCF_000270465.1	PRJNA224116	SAMEA2272235			na		1034809	28035	Staphylococcus lugdunensis N920143	strain=N920143		latest	Complete Genome	Major	Full	2011/07/13	ASM27046v1	Wellcome Trust Sanger Insititute	GCA_000270465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/465/GCF_000270465.1_ASM27046v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000270465.1/GCF_000270465.1_ASM27046v1_genomic.gbff.gz
GCF_001558775.1	PRJNA224116	SAMN03996285			representative genome		28035	28035	Staphylococcus lugdunensis	strain=FDAARGOS_141		latest	Complete Genome	Major	Full	2016/02/11	ASM155877v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001558775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/775/GCF_001558775.1_ASM155877v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001558775.1/GCF_001558775.1_ASM155877v1_genomic.gbff.gz
GCF_001558815.2	PRJNA224116	SAMN03996287			na		28035	28035	Staphylococcus lugdunensis	strain=FDAARGOS_143		latest	Complete Genome	Major	Full	2018/02/05	ASM155881v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001558815.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/815/GCF_001558815.2_ASM155881v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001558815.2/GCF_001558815.2_ASM155881v2_genomic.gbff.gz
GCF_002073395.2	PRJNA224116	SAMN04875559			na		28035	28035	Staphylococcus lugdunensis	strain=FDAARGOS_222		latest	Complete Genome	Major	Full	2018/03/02	ASM207339v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002073395.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/395/GCF_002073395.2_ASM207339v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002073395.2/GCF_002073395.2_ASM207339v2_genomic.gbff.gz
GCF_002250095.2	PRJNA224116	SAMN05591932			na		28035	28035	Staphylococcus lugdunensis	strain=K93G		latest	Complete Genome	Major	Full	2017/09/05	ASM225009v2	HKU	GCA_002250095.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/250/095/GCF_002250095.2_ASM225009v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002250095.2/GCF_002250095.2_ASM225009v2_genomic.gbff.gz
GCF_002407165.1	PRJNA224116	SAMN07312421			na		28035	28035	Staphylococcus lugdunensis	strain=FDAARGOS_377		latest	Complete Genome	Major	Full	2017/10/02	ASM240716v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002407165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/407/165/GCF_002407165.1_ASM240716v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002407165.1/GCF_002407165.1_ASM240716v1_genomic.gbff.gz
GCF_002591215.1	PRJNA224116	SAMN07312425			na		28035	28035	Staphylococcus lugdunensis	strain=FDAARGOS_381		latest	Complete Genome	Major	Full	2017/10/18	ASM259121v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002591215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/591/215/GCF_002591215.1_ASM259121v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002591215.1/GCF_002591215.1_ASM259121v1_genomic.gbff.gz
GCF_008728715.1	PRJNA224116	SAMN12283062			na		28035	28035	Staphylococcus lugdunensis	strain=SL29		latest	Complete Genome	Major	Full	2019/09/30	ASM872871v1	EA2656 GRAM	GCA_008728715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/715/GCF_008728715.1_ASM872871v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_008728715.1/GCF_008728715.1_ASM872871v1_genomic.gbff.gz
GCF_008728735.1	PRJNA224116	SAMN12283063			na		28035	28035	Staphylococcus lugdunensis	strain=SL55		latest	Complete Genome	Major	Full	2019/09/30	ASM872873v1	EA2656 GRAM	GCA_008728735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/735/GCF_008728735.1_ASM872873v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_008728735.1/GCF_008728735.1_ASM872873v1_genomic.gbff.gz
GCF_008728755.1	PRJNA224116	SAMN12283064			na		28035	28035	Staphylococcus lugdunensis	strain=SL117		latest	Complete Genome	Major	Full	2019/09/30	ASM872875v1	EA2656 GRAM	GCA_008728755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/755/GCF_008728755.1_ASM872875v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_008728755.1/GCF_008728755.1_ASM872875v1_genomic.gbff.gz
GCF_008728775.1	PRJNA224116	SAMN12283065			na		28035	28035	Staphylococcus lugdunensis	strain=SL118		latest	Complete Genome	Major	Full	2019/09/30	ASM872877v1	EA2656 GRAM	GCA_008728775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/775/GCF_008728775.1_ASM872877v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_008728775.1/GCF_008728775.1_ASM872877v1_genomic.gbff.gz
GCF_008728795.1	PRJNA224116	SAMN12283066			na		28035	28035	Staphylococcus lugdunensis	strain=SL122		latest	Complete Genome	Major	Full	2019/09/30	ASM872879v1	EA2656 GRAM	GCA_008728795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/795/GCF_008728795.1_ASM872879v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_008728795.1/GCF_008728795.1_ASM872879v1_genomic.gbff.gz
GCF_008728815.1	PRJNA224116	SAMN12283061			na		28035	28035	Staphylococcus lugdunensis	strain=SL13		latest	Complete Genome	Major	Full	2019/09/30	ASM872881v1	EA2656 GRAM	GCA_008728815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/815/GCF_008728815.1_ASM872881v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_008728815.1/GCF_008728815.1_ASM872881v1_genomic.gbff.gz
GCF_009931395.1	PRJNA224116	SAMN11338654			na		28035	28035	Staphylococcus lugdunensis	strain=APC 3758		latest	Complete Genome	Major	Full	2020/01/27	ASM993139v1	University College Cork	GCA_009931395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/931/395/GCF_009931395.1_ASM993139v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_009931395.1/GCF_009931395.1_ASM993139v1_genomic.gbff.gz
GCF_011403135.1	PRJNA224116	SAMD00184897			na		28035	28035	Staphylococcus lugdunensis	strain=JICS135		latest	Complete Genome	Major	Full	2020/02/04	ASM1140313v1	Department of Microbiology Juntendo University Graduate School of Medicine	GCA_011403135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/403/135/GCF_011403135.1_ASM1140313v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_011403135.1/GCF_011403135.1_ASM1140313v1_genomic.gbff.gz
GCF_900474705.1	PRJNA224116	SAMEA3518001			na		28035	28035	Staphylococcus lugdunensis	strain=NCTC7990		latest	Complete Genome	Major	Full	2018/06/18	41236_B02	SC	GCA_900474705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/705/GCF_900474705.1_41236_B02	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_900474705.1/GCF_900474705.1_41236_B02_genomic.gbff.gz
GCF_900478255.1	PRJNA224116	SAMEA3221102			na	assembly from type material	28035	28035	Staphylococcus lugdunensis	strain=NCTC12217		latest	Complete Genome	Major	Full	2018/06/18	34211_E02	SC	GCA_900478255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/478/255/GCF_900478255.1_34211_E02	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_900478255.1/GCF_900478255.1_34211_E02_genomic.gbff.gz
GCF_006741705.1	PRJNA224116	SAMD00166936			representative genome		29378	29378	Staphylococcus arlettae	strain=P2		latest	Complete Genome	Major	Full	2019/06/03	ASM674170v1	Division of Chemistry, Faculty of Science, Hokkaido University	GCA_006741705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/741/705/GCF_006741705.1_ASM674170v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_006741705.1/GCF_006741705.1_ASM674170v1_genomic.gbff.gz
GCF_900478415.1	PRJNA224116	SAMEA3233547			na	assembly from type material	29379	29379	Staphylococcus auricularis	strain=NCTC12101		latest	Complete Genome	Major	Full	2018/06/18	35910_E02	SC	GCA_900478415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/478/415/GCF_900478415.1_35910_E02	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_900478415.1/GCF_900478415.1_35910_E02_genomic.gbff.gz
GCF_003966585.1	PRJNA224116	SAMD00115877			na		29380	29380	Staphylococcus caprae	strain=JMUB145		latest	Complete Genome	Major	Full	2018/08/31	ASM396658v1	Division of Bacteriology, Department of Infection and Immunity, School of Medicine, Jichi Medical University	GCA_003966585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/585/GCF_003966585.1_ASM396658v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003966585.1/GCF_003966585.1_ASM396658v1_genomic.gbff.gz
GCF_003966605.1	PRJNA224116	SAMD00115876			na		29380	29380	Staphylococcus caprae	strain=JMUB590		latest	Complete Genome	Major	Full	2018/08/31	ASM396660v1	Division of Bacteriology, Department of Infection and Immunity, School of Medicine, Jichi Medical University	GCA_003966605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/605/GCF_003966605.1_ASM396660v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003966605.1/GCF_003966605.1_ASM396660v1_genomic.gbff.gz
GCF_003966625.1	PRJNA224116	SAMD00115875			representative genome		29380	29380	Staphylococcus caprae	strain=JMUB898		latest	Complete Genome	Major	Full	2018/08/31	ASM396662v1	Division of Bacteriology, Department of Infection and Immunity, School of Medicine, Jichi Medical University	GCA_003966625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/625/GCF_003966625.1_ASM396662v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003966625.1/GCF_003966625.1_ASM396662v1_genomic.gbff.gz
GCF_007814385.1	PRJNA224116	SAMN09714418			na		29380	29380	Staphylococcus caprae	strain=26D		latest	Complete Genome	Major	Full	2019/08/01	ASM781438v1	Sao Paulo State University (Unesp), School of Agricultural and Veterinarian Sciences, Jaboticabal	GCA_007814385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/814/385/GCF_007814385.1_ASM781438v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_007814385.1/GCF_007814385.1_ASM781438v1_genomic.gbff.gz
GCF_012851115.1	PRJNA224116	SAMN14639260			na		29380	29380	Staphylococcus caprae	strain=SY333		latest	Complete Genome	Major	Full	2020/04/27	ASM1285111v1	Wenzhou Medical University	GCA_012851115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/851/115/GCF_012851115.1_ASM1285111v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_012851115.1/GCF_012851115.1_ASM1285111v1_genomic.gbff.gz
GCF_002984565.1	PRJNA224116	SAMN06173347			na		29382	29382	Staphylococcus cohnii	strain=FDAARGOS_334		latest	Complete Genome	Major	Full	2018/03/09	ASM298456v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002984565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/984/565/GCF_002984565.1_ASM298456v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002984565.1/GCF_002984565.1_ASM298456v1_genomic.gbff.gz
GCF_003956025.1	PRJNA224116	SAMN10163250			na		29382	29382	Staphylococcus cohnii	strain=FDAARGOS_538		latest	Complete Genome	Major	Full	2018/12/19	ASM395602v1	US Food and Drug Administration	GCA_003956025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/956/025/GCF_003956025.1_ASM395602v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003956025.1/GCF_003956025.1_ASM395602v1_genomic.gbff.gz
GCF_003019255.1	PRJNA224116	SAMN08713000			representative genome	assembly from type material	29384	29384	Staphylococcus kloosii	strain=ATCC 43959		latest	Complete Genome	Major	Full	2018/03/26	ASM301925v1	Illinois Institute of Technology	GCA_003019255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/019/255/GCF_003019255.1_ASM301925v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003019255.1/GCF_003019255.1_ASM301925v1_genomic.gbff.gz
GCF_000010125.1	PRJNA224116	SAMD00061076			na	assembly from type material	342451	29385	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292	strain=ATCC 15305		latest	Complete Genome	Major	Full	2005/08/12	ASM1012v1	Kitasato Institute for Life Sciences, Japan	GCA_000010125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/125/GCF_000010125.1_ASM1012v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000010125.1/GCF_000010125.1_ASM1012v1_genomic.gbff.gz
GCF_001558275.2	PRJNA224116	SAMN03996313			na		29385	29385	Staphylococcus saprophyticus	strain=FDAARGOS_168		latest	Complete Genome	Major	Full	2018/02/12	ASM155827v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001558275.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/275/GCF_001558275.2_ASM155827v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001558275.2/GCF_001558275.2_ASM155827v2_genomic.gbff.gz
GCF_001558375.2	PRJNA224116	SAMN03996280			na		29385	29385	Staphylococcus saprophyticus	strain=FDAARGOS_137		latest	Complete Genome	Major	Full	2018/02/05	ASM155837v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001558375.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/375/GCF_001558375.2_ASM155837v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001558375.2/GCF_001558375.2_ASM155837v2_genomic.gbff.gz
GCF_002208905.1	PRJNA224116	SAMN06173349			na		29385	29385	Staphylococcus saprophyticus	strain=FDAARGOS_336		latest	Complete Genome	Major	Full	2018/03/06	ASM220890v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002208905.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/905/GCF_002208905.1_ASM220890v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002208905.1/GCF_002208905.1_ASM220890v2_genomic.gbff.gz
GCF_002209265.1	PRJNA224116	SAMN06173368			na		29385	29385	Staphylococcus saprophyticus	strain=FDAARGOS_355		latest	Complete Genome	Major	Full	2018/03/12	ASM220926v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002209265.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/265/GCF_002209265.1_ASM220926v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002209265.1/GCF_002209265.1_ASM220926v2_genomic.gbff.gz
GCF_006094355.1	PRJNA224116	SAMN10754518			na	assembly from type material	342451	29385	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292	strain=ATCC 15305		latest	Complete Genome	Major	Full	2019/06/06	ASM609435v1	Zhejiang Tianke High Technology Development Co.Ltd.	GCA_006094355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/094/355/GCF_006094355.1_ASM609435v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_006094355.1/GCF_006094355.1_ASM609435v1_genomic.gbff.gz
GCF_007814115.1	PRJNA224116	SAMN09710868			na		29385	29385	Staphylococcus saprophyticus	strain=1A		latest	Complete Genome	Major	Full	2019/08/01	ASM781411v1	Sao Paulo State University (Unesp), School of Agricultural and Veterinarian Sciences, Jaboticabal	GCA_007814115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/814/115/GCF_007814115.1_ASM781411v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_007814115.1/GCF_007814115.1_ASM781411v1_genomic.gbff.gz
